entrez	length
342096	12693
55889	12700
653641	15051
653643	12966
647042	9482
283767	9756
374650	10679
727832	9944
440295	10024
401647	21735
51125	20584
23015	58740
440270	58556
729786	13354
100132979	13443
390535	13353
100132565	13404
283768	13403
283796	7501
2804	87970
27333	87252
51280	74060
55204	50924
64083	49608
127845	15934
51026	17232
54856	109768
57120	42251
92344	21700
64689	11764
26003	38653
9527	50190
9570	52411
137362	6955
2805	33754
2806	27185
2811	2746
2813	17939
2814	4445
51206	24559
2815	6962
10223	37556
8733	3582
57678	66441
150763	14028
55094	49662
55105	204098
63906	9979
54865	7186
23131	108312
151306	4365
60313	60806
65056	90731
2817	32413
221914	7775
2719	449871
2239	115386
2262	1468616
10082	1181213
56261	66607
23171	62095
2819	7305
2820	151113
2852	7008
170589	3660
122876	6100
10243	673871
338328	3952
2821	49083
27238	11151
2822	71263
2823	369754
2824	167902
11321	22863
54707	14151
51184	16235
10457	28344
83550	10066
57720	86463
56927	7708
338442	2064
8843	2055
266977	44642
222611	41322
139378	115927
165082	38616
221188	48843
221393	23434
221395	102432
139760	1192
338557	23894
84435	43751
25960	48013
166647	128690
57211	144347
84873	86573
2835	5586
29933	16035
283383	187562
64582	12863
7107	71006
283554	84877
56834	19163
124274	45651
353345	60275
350383	5094
4935	60914
347088	26708
115330	14715
344561	1266
344758	95247
285601	2055
134391	3046
390212	1428
387509	13745
151556	62430
165829	119744
80045	28819
57512	427492
2838	2703
26996	47422
23432	58125
27239	5600
29909	5920
79581	2725
55065	2830
54328	31826
84636	4346
11245	125890
440435	19385
2840	6775
160897	32804
11318	4857
1880	13126
2841	7785
2842	58095
2825	42731
2843	10816
2844	9116
2845	6150
2848	1197
2849	31044
2850	2641
2853	2733
2854	1268
2857	10878
2859	25829
9283	14923
2861	21907
2863	229777
2827	3192
11251	5017
11250	1724
2828	12448
9248	6271
9293	1581
9290	53952
9289	46032
83873	5976
118442	2118
81491	43352
10149	133649
8477	9676
8111	32049
2830	2464
10936	7055
27202	15715
27201	9631
27198	4768
27197	5949
10888	24103
53831	2779
54329	7365
53836	22734
54112	3882
653519	63017
51463	65218
222487	25380
84059	605641
9737	7717
114928	5557
9052	26375
51704	29354
55890	20308
55507	15390
222545	42616
114787	14354
9721	13444
285513	71417
2873	6599
2874	2699
26086	32066
29899	59195
63940	4757
84706	46927
2875	4957
2876	1429
2877	3587
2878	8397
2879	2785
2880	9074
257202	12497
2882	6680
493869	7142
57655	31744
57476	269490
54762	118992
196996	38008
65983	134257
23151	106739
9402	72648
400581	35998
10750	26301
160622	8943
2887	203385
2888	130542
2885	87633
2886	9347
80000	286278
9687	161113
26585	27102
64388	122799
29841	50586
79977	185665
57822	45149
9380	16517
2890	323349
2891	149999
2892	306672
2893	372552
2894	767243
392862	54658
2895	1506793
2897	403119
2898	676375
2899	238988
2900	477158
2901	73488
2902	29667
2903	429524
2904	444675
2905	18822
2906	50062
116443	169295
116444	9329
2907	3359
81488	11036
23426	721834
80852	117891
56850	28541
6011	91965
2868	77256
2869	252174
2870	16395
131890	55366
2909	144080
2911	409967
2912	11548
2913	220967
2914	136979
2915	561387
2916	16993
2917	881923
2918	814343
2896	7804
80273	9169
134266	9084
2925	29953
2922	11583
79927	4883
2926	27491
79774	40906
83743	11039
389207	137392
643226	73135
2928	3299
145258	1890
284110	14795
55876	14055
56169	80721
79792	9675
146395	276186
83445	20146
83903	2796
2931	13144
2932	274502
2934	131361
2935	48526
23708	2790
2936	49938
2937	27595
2938	12456
2939	13388
2940	13153
2941	17380
221357	14353
79807	138948
373156	5700
2944	5928
442245	1135
2946	15975
2947	7106
2948	9421
2949	6517
9446	13270
119391	37324
2950	2841
2952	8178
2953	3781
25774	16993
653399	15961
2954	10595
219409	2285
170825	2335
79712	388655
11036	61829
2957	45938
2958	19453
2959	39311
2960	40325
2961	79923
2962	13617
2963	165063
2965	44776
653238	34992
728340	35030
2966	73989
2967	28865
2968	5899
404672	31028
2970	52322
9569	149164
389524	57261
401375	37368
84163	55432
2969	103027
2971	11204
2975	89309
2976	31527
9330	36648
9329	24920
9328	27828
112495	9166
85865	44737
9567	33704
54676	10828
84705	7749
23560	31498
26164	20822
29083	11016
51512	38556
149699	974
121355	17650
2978	24650
2979	11672
9626	47551
2980	2055
2981	2410
2977	344457
2982	70349
2974	71646
2983	48790
2984	83993
3000	17727
390226	41623
2986	110025
390003	48417
60558	22533
2987	8900
51454	304227
387036	85067
375513	28376
728411	129892
653188	71064
2990	21546
387751	8740
283464	63029
727936	128395
2992	40367
8908	54108
120071	7475
2993	31551
2994	26689
2995	40740
2996	41267
2997	25179
2998	73331
64412	13814
3001	7606
3002	3236
2999	3283
3003	10314
3004	5869
283120	6290
3005	2203
341567	1299
132243	12010
8971	1515
474382	586
55766	3666
94239	21237
3014	1591
55506	59436
9555	67617
3015	2187
286436	2701
158983	2540
767811	2433
3020	9303
3021	3345
440093	1113
9563	36570
23498	33915
3026	38771
22927	41174
57531	131825
26061	40870
3030	53997
3032	45717
3033	45336
84264	2716
3029	19565
3034	23703
57817	2615
9421	3255
9464	4138
54363	57473
51179	32217
9001	16907
1404	83405
60484	25104
145864	18312
404037	8048
768096	3094
768097	6826
283254	15033
23438	7864
3035	17823
3036	10879
594842	5979
3037	29324
3038	13066
8520	61261
115106	23948
55142	21181
79441	13772
54930	10914
23354	12620
54801	49763
55559	47800
93323	25877
26762	41250
84868	23212
10456	3246
3039	842
3040	834
3044	1638
3043	1607
3045	1645
3046	1600
1839	13760
3047	1588
3048	1593
3042	786
26959	33568
3049	720
10767	94448
10542	6671
3050	1859
3052	11754
54985	1666
3054	24804
29915	44428
493812	5687
414777	39759
285834	6440
352961	1179
253018	6208
80868	2623
54435	2042
10255	3288
3055	49601
3059	29504
348980	441432
610	27278
57657	12421
10021	49099
10866	2629
3061	14829
3062	178238
3060	1392
10870	2012
83933	6082
79885	27513
3065	41545
3066	38120
8841	15980
9759	353481
10014	46898
10013	23584
51564	37890
55869	243587
9734	915591
3067	24104
51020	26716
374659	2601
154150	2100
84717	29923
50810	95085
3068	10341
8226	379313
84064	43110
81932	3570
3069	88578
139324	184700
55127	55511
54919	59786
55027	41331
399671	80463
25938	128762
54497	103489
63897	37913
727957	113924
133558	73322
50865	25395
23593	18666
51696	45722
25831	107676
143279	105594
79654	8777
23072	453421
57520	399620
57493	90287
92797	41150
3070	68138
113510	48540
391723	2424
9931	175545
55363	18061
51409	27014
253012	43759
220296	17207
341208	92854
9843	106337
641654	1427
8925	225330
400322	95994
8924	211139
8916	185460
26091	153419
51191	49566
55008	64612
9709	12722
64224	63152
3280	2584
54626	4687
390992	1399
57801	2090
388585	1809
55502	1771
84667	5442
790952	7733
8820	29805
3073	35090
3074	81265
284004	24298
10614	3624
124790	10092
23462	3853
23493	14604
26508	16208
148738	4354
3077	11062
164045	147242
100128124	1015
3081	54387
3083	7518
3082	71432
138050	62406
9146	18110
57467	10186
55733	348425
3087	5692
84439	76093
79802	46583
64399	99117
10086	43779
11148	81795
11147	14184
64645	45299
84641	86715
84278	95776
11112	137463
26275	115906
3090	8138
23119	34092
55662	24077
3091	52746
64344	46391
25994	21627
51751	6199
613227	36481
192286	1010
123346	10417
373861	1048
25988	14536
3094	6321
84681	2519
135114	23474
9026	28463
3092	205678
204851	48545
28996	216428
10114	100351
147746	11594
7290	101035
8479	3775
3024	755
3009	796
3006	730
3007	775
3008	786
3010	723
221613	499
8335	526
8334	518
3013	509
3012	562
8969	492
85235	456
8331	475
8330	495
8332	481
8336	486
255626	568
3018	486
8347	459
3017	13341
8344	469
8343	472
8339	488
8345	461
8346	481
8970	479
85236	8565
8340	450
8342	467
8341	541
8348	466
8350	507
8358	510
8352	485
8351	2509
8353	481
8968	493
8355	495
8357	485
8354	501
8356	511
8359	401
8366	387
8364	404
8360	402
8367	411
8361	400
8369	385
8365	408
8294	396
8363	388
8362	386
8368	386
8337	532
317772	496
8338	493
337875	10117
8349	2223
440689	29684
126961	521
653604	468
8370	395
92815	509
128312	455
8290	515
121504	411
3096	209938
3097	194287
59269	529569
55355	17865
3098	131891
3099	59233
3101	18504
80201	47249
284459	51618
3105	3338
3106	3304
3107	3343
3108	4479
3109	6392
3111	5409
3112	4239
3113	16179
3115	13706
3116	16597
3117	17440
3118	5807
3119	7190
3120	7459
3122	5159
3123	11067
3127	12973
3128	7289
3133	4686
3134	17015
3135	4151
3136	3506
3137	3985
3139	7389
3141	241630
3131	60227
6596	56491
3142	5616
81502	55157
79618	174551
3145	8685
83872	456558
10363	99248
10362	6167
3159	9358
8091	141831
3146	160893
3148	2982
128872	887
3149	10268
127540	4316
54511	173200
3155	23582
3156	25782
3157	26007
3158	20936
3150	6773
3151	4202
9324	33437
10473	8586
79366	88214
22993	52517
10042	39110
23526	21872
57824	8555
3161	31309
3162	13111
3163	35650
51617	63473
284293	20070
3166	25763
3167	8252
340784	3453
90861	23807
51155	19269
6927	24829
6928	58628
3172	78897
3174	159267
3176	52296
10949	8712
144983	26271
3178	6361
3181	10855
10151	3005
220988	11265
3182	6630
343069	1343
3183	60343
3184	21498
3185	23631
3187	20606
3188	6007
3189	11503
3190	12699
3191	15977
4670	44539
10236	39628
11100	45268
221092	14827
3192	14246
9987	7661
92906	41067
9456	141498
9455	149230
9454	12057
57594	13710
51361	61448
29911	15482
84376	133557
84525	33878
84072	22850
150280	127356
100124700	12648
3206	9256
221883	3885
3207	4075
3209	5727
3198	3007
3199	2329
3200	47048
3201	2232
3202	2629
3203	2378
3204	2959
3205	3099
10481	3987
3211	2485
3212	2376
3213	41402
3214	2843
3215	2484
3216	9250
3217	3785
3218	7185
3219	5202
3226	5133
3227	4517
3228	4053
3229	7713
3221	39142
3222	18473
3223	13935
3224	3784
3225	3176
3236	3159
3237	2474
3238	2694
3239	8457
3231	2239
3232	15795
3233	5684
3234	2990
3235	2218
50809	47041
3241	125493
51440	12837
3208	8681
84842	1784
3242	49084
27306	44341
3248	32723
3249	26067
3251	40503
3250	14020
3257	30770
84343	44108
89781	40754
11234	43828
79803	2687
60495	778798
10855	42692
3262	1197
3263	9938
93668	981
3240	6551
54979	12313
117245	29799
57110	40511
3265	3334
646962	934
3270	4266
3273	12260
3269	126319
3274	52994
11255	6433
59340	19337
8739	25297
146713	576255
388697	12117
10247	14827
55806	18965
64342	98727
9653	195347
9957	41248
9956	102176
9955	107897
9953	48325
9951	445726
222537	286809
64711	9953
9394	53388
90161	335358
266722	748928
440498	6179
3281	11759
150274	15518
374875	7495
3290	48770
3291	6432
3028	3118
51170	54737
51144	280141
345275	19088
51171	23674
3292	2291
3294	63281
3293	78681
3295	89835
8630	35341
158160	22125
51478	22116
7923	2176
3283	7855
3284	8108
80270	3963
83693	23056
84263	92501
3297	23117
11077	205512
3298	33568
3299	6180
124535	68241
100130086	2798
159119	59295
27437	1861
84941	24547
3320	59007
3326	7722
391634	2544
664618	3134
7184	17516
343477	1823
259217	182080
116835	20426
6782	12031
51182	33581
3303	2399
3304	2516
3305	5664
3306	2769
22824	58937
3308	54436
3309	6490
3310	2354
3311	2492
3312	4877
3313	21645
51668	24747
3315	1619
3316	1359
8988	678
126393	2463
27129	5566
26353	15815
94086	548
79663	53834
23640	18200
29075	6613
29092	6033
29094	7219
3329	13690
3336	3070
3339	115066
10808	27415
10553	20098
27336	15267
283902	1425
3346	8410
3347	8079
3350	4571
3351	2567
3352	2834
3354	83149
3355	202150
3356	65534
3357	17942
3358	325983
3359	15238
9177	50196
170572	7626
200909	7825
285242	9931
3360	203495
3361	17068
3362	16091
93164	4388
3363	119346
5654	53354
27429	4151
94031	37386
203100	14514
3064	169279
728655	1637
30811	131044
135458	1025
3364	16639
10075	154627
84329	56259
3373	13062
8692	5060
8372	6573
23553	113773
26062	5291
54768	428638
81888	3634
219844	17032
57061	3814
10525	13018
285148	37871
3375	25020
55699	53909
3376	83490
3381	12881
25998	77760
130026	98616
3382	149503
3383	15495
3384	18039
3385	5848
3386	1565
7087	7427
22858	60525
23463	14771
23308	23964
29851	24814
3396	8591
3397	1221
84099	1292
3398	2405
3399	1575
3400	4827
3416	122411
3417	18844
3418	19423
3419	22583
3420	5829
3421	8607
3422	17552
91734	6949
3620	14899
169355	81436
3423	28318
3425	17567
9592	4500
51124	23530
8870	1348
389792	2709
51278	4200
25900	17136
126917	52396
3428	55175
122509	21402
83982	1823
3429	5954
10437	4304
3430	7675
10964	25733
10561	15135
2537	6168
64135	51610
439996	7149
3434	13941
3433	7225
3437	12971
24138	6429
8519	1232
10581	1303
10410	1184
340198	341
387733	1326
160492	172522
3446	962
3447	685
3448	1003
3449	938
3451	979
3439	877
3452	1023
3440	1143
3441	1064
3442	987
3443	569
3444	736
3445	1068
3454	35918
3455	35769
3456	838
338376	1474
3459	22867
3460	34625
3458	4972
56832	2184
3467	1269
3475	54059
7866	4863
55764	80471
9742	101645
26160	45446
90410	7164
11020	17911
56912	31928
51098	56362
55081	61612
80173	119144
57560	142239
28981	94458
8100	124998
3476	32877
9543	50875
57722	41463
3480	315991
3479	85979
51214	8154
10642	58760
10644	181916
10643	160465
3482	142422
3481	20491
3483	4495
3484	5172
3485	31608
3486	9027
3487	14275
3488	23444
3489	4673
3490	79612
347252	17926
374918	1501
147920	136849
388555	7323
444882	38447
91156	38172
3508	36746
3512	10967
3543	7165
91353	1970
402665	19020
285313	186432
152404	245507
3547	15951
84966	270737
283284	22628
3321	93357
150084	169631
10261	13058
93185	8103
22997	60530
57549	18620
3549	6497
121457	31366
8518	66618
3551	61926
9641	26647
8517	23808
10320	101648
22807	155605
22806	106597
64375	30931
64376	18020
3550	14662
3587	16643
3588	30854
3586	4892
3590	9717
3589	6081
3592	7184
3593	15707
3594	40033
3595	91373
3597	67579
3598	13634
3596	4588
3601	29844
3600	97404
3603	117179
3605	4263
27190	29935
27189	1896
53342	21995
112744	9008
23765	30735
55540	20838
84818	16553
54756	80335
400935	22016
132014	14315
10068	4975
8809	42981
8807	34018
3606	20853
29949	72208
3552	10568
3553	7092
84639	7873
26525	6106
27179	5612
27178	9997
27177	30778
56300	7652
3554	110236
7850	36739
11141	1369272
26280	1203530
3556	145665
9173	40865
8808	55937
3557	34651
53832	45209
53833	53102
50604	3976
50615	49881
59067	10958
58985	23408
116379	29824
50616	5362
51561	6251
149233	121340
11009	6735
64806	3594
55801	24461
9466	21456
246778	27368
282616	1792
282617	1524
163702	33139
282618	2266
3559	51678
3560	49280
3561	4173
3558	7246
133396	82520
386653	2192
9235	4127
90865	43392
146433	80787
3563	46115
3562	2549
259307	39850
3566	51110
3565	8692
3568	44090
3567	17670
3570	64257
3572	59868
3569	6113
3575	22712
3574	130960
3576	3147
3581	15386
3578	3595
286676	73231
387597	67353
3608	9240
3609	38158
80895	33301
3611	7166
10994	10804
196294	77243
83943	899887
10989	51838
55272	1238
92856	5725
162540	2186
3612	29440
3613	49413
55364	26861
54928	35943
3614	17712
3615	5425
3617	151564
50939	98029
10207	421438
9118	13208
388324	17963
3619	31476
8552	1013
8551	1873
64423	32929
3621	10716
3622	7371
54556	26467
51147	12842
84289	42464
27160	768
3623	3401
3624	25431
3625	5667
3626	17278
83729	2718
11185	5467
83444	2857
125476	29627
54891	92453
283899	10101
54617	138898
3628	28076
3631	149854
8821	823375
3632	245696
3633	86398
3635	147561
56623	11242
22876	126087
27124	26961
51763	22160
3636	15286
723961	32092
387755	158259
3638	12463
51141	22579
3640	5007
3641	3885
10022	3536
11172	193298
3642	2845
84684	2890
3645	19054
3643	182157
3630	1430
55174	34934
57117	26098
26173	34112
57508	62615
65123	46758
285905	93192
644619	70834
92105	120252
80789	6454
26512	100162
25896	95332
55656	71377
55756	122568
27152	103466
27130	202990
9807	62248
51447	29275
117283	34195
26034	202283
253430	78444
51194	215826
9670	21170
79711	8699
3843	70655
10527	63475
10526	67005
55705	55134
64768	57076
3652	56489
3653	5931
79781	183388
9657	65318
55721	3011
115811	25900
23288	55762
132141	8477
389123	1809
401067	3973
389124	1880
440956	674
84223	71036
64799	247018
654502	197055
124152	142011
8826	113997
10788	304847
128239	47200
9922	386214
23096	95572
440073	111688
154865	82483
134728	111925
3654	9477
3656	78826
11213	65408
51135	30634
3658	64025
3659	9180
26145	2533
359948	5256
3660	91839
3661	6306
3662	19691
3663	13010
3664	20558
3665	3444
3394	23447
10379	5300
56269	3953
345611	55881
126298	11867
3667	67473
8660	33888
8471	16635
79192	5571
153572	43747
79191	3483
50805	9766
10265	3620
79190	7000
389293	1974
81689	17992
122961	3386
23479	7921
9636	1043
81875	6875
3669	20869
3670	11282
64843	5702
57611	41512
3671	3161
140862	105460
145501	24422
51015	19279
79763	8657
729920	334013
91464	21229
57461	33648
51477	4261
83737	148500
81533	306887
55846	47263
83986	35397
8515	18981
22801	135780
3672	171293
3674	17468
3673	105427
3675	34416
3676	82048
3678	24005
3655	79123
3679	31469
8516	206386
3680	371366
3681	33290
3682	89138
3683	50502
3684	72902
3685	90846
3687	27832
9270	20094
26548	3621
27231	9313
3688	57912
3689	42866
23421	88625
3690	59916
3691	36480
3693	139463
3694	100647
3695	16057
3696	85935
9358	268263
3697	14469
3698	46204
3699	14241
3700	17739
347365	49337
80760	107728
3702	74345
55600	8640
142683	12358
9452	7168
9445	37151
81618	15069
3704	18773
3705	179011
3706	9681
3707	107606
80271	23748
3708	354492
3709	497845
3710	75240
150771	5183
162073	7698
85450	28769
6453	257409
50618	157674
3712	30161
3713	3341
10625	24925
55677	46079
389434	37115
284359	6057
182	36315
3714	27795
84522	3739
3716	234523
3717	144862
3718	23289
152789	175630
9832	197358
282973	148790
58494	110012
83700	83076
3720	276067
221895	350222
122953	47415
80853	92237
51528	20967
221037	354669
65094	4310
79831	18819
23210	13953
8681	20063
339123	2664
133746	91084
9929	17487
126119	5358
56704	86840
57158	81356
57338	96321
84502	10752
8690	3548
8629	18482
126306	8561
10899	3405
84962	11374
3726	1829
3727	1928
3725	3256
3728	32161
353219	1382
3730	203263
8997	692984
23189	275815
25959	33278
